ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
109706724,"11,744,472",go Dutch,pay for one's own expenses in a group,We decided to go Dutch at the restaurant.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 2:23 PM",false,,,,,1,,,,2,def,v.,,,
103974202,"11,744,472",bill,draft of a proposed law,The bill was debated in parliament.,,en,en,"June 4, 2026, 9:36 PM","February 26, 2026, 5:06 PM",false,,,,,1,,,,1,def,n.,,,
114034073,"11,744,472",diabolical,excruciatingly bad or outrageous,The diabolical weather ruined our picnic.,,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 11:49 PM",false,,,,,1,,,,1,def,adj.,,,
110523201,"11,744,472",prior,happening before something else in time,She had a prior engagement that she couldn't miss.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 4:49 PM",false,,,,,1,,,,1,def,adj.,,,
114748217,"11,744,472",out and about,engaged in daily activities outside the home,"After the flu, she's out and about again.",,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:56 PM",false,,,,,1,,,,3,def,adj.,,,
111035499,"11,744,472",lentil,small edible seed of a leguminous plant,She cooked a hearty soup with lentils and vegetables.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 1:54 PM",false,,,,,1,,,,1,def,n.,,,
111660692,"11,744,472",siloed,kept separate from others or isolated,"The departments are siloed, causing communication issues.",,en,en,"June 4, 2026, 9:36 PM","May 9, 2026, 8:55 PM",false,,,,,1,,,,1,def,adj.,,,
112993987,"11,744,472",refactor,rewrite code to improve structure without changing behavior,The team decided to refactor the legacy code.,,en,en,"June 4, 2026, 9:36 PM","May 15, 2026, 2:28 PM",false,,,,,1,,,,1,def,v.,,,
109853972,"11,744,472",divergence,difference between two or more things or opinions,There is a divergence in their political views.,,en,en,"June 4, 2026, 9:36 PM","April 26, 2026, 7:39 PM",false,,,,,1,,,,1,def,n.,,,
112122094,"11,744,472",allude,refer to something indirectly or by suggestion,He alluded to the problem without saying it outright.,,en,en,"June 4, 2026, 9:36 PM","May 12, 2026, 2:07 PM",false,,,,,1,,,,1,def,v.,,,
112993991,"11,744,472",reframe,say something in a different way,She reframed her question to get a clearer answer.,,en,en,"June 4, 2026, 9:36 PM","May 15, 2026, 2:28 PM",false,,,,,1,,,,1,def,v.,,,
110004010,"11,744,472",conflate,fail to distinguish between separate things,He often conflates fiction and reality in his stories.,,en,en,"June 4, 2026, 9:36 PM","April 27, 2026, 11:12 PM",false,,,,,1,,,,1,def,v.,,,
114038231,"11,744,472",decay,slow worsening in condition or quality over time,The building showed signs of decay after many years.,,en,en,"June 4, 2026, 9:36 PM","May 21, 2026, 12:39 AM",false,,,,,1,,,,1,def,n.,,,
110536399,"11,744,472",indictment,formal accusation of a crime,The indictment was read in court today.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 6:32 PM",false,,,,,1,,,,1,def,n.,,,
114809160,"11,744,472",clutter,"fill an area with too many things, causing disorder","Books and papers cluttered the desk, making it hard to work.",,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 9:53 PM",false,,,,,1,,,,1,def,v.,,,
111035510,"11,744,472",millet,small round grains of this plant used as food,Millet can be cooked similarly to rice and is very nutritious.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 1:55 PM",false,,,,,1,,,,1,def,n.,,,
111660713,"11,744,472",confound,fail to see the difference between things,He confounded the twins' names again.,,en,en,"June 4, 2026, 9:36 PM","May 9, 2026, 8:56 PM",false,,,,,1,,,,1,def,v.,,,
113311716,"11,744,472",amass,accumulate gradually over time,He has amassed a wealth of knowledge.,,en,en,"June 4, 2026, 9:36 PM","May 17, 2026, 1:14 AM",false,,,,,1,,,,1,def,v.,,,
110115491,"11,744,472",sting,inject poison with a sharp point,The bee stings when threatened.,,en,en,"June 4, 2026, 9:36 PM","April 28, 2026, 5:09 PM",false,,,,,1,,,,1,def,v.,,,
112353217,"11,744,472",clench,close your hand into a tight fist,He clenched his fist in anger.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 11:21 AM",false,,,,,1,,,,1,def,v.,,,
114293897,"11,744,472",proxy,measurement indicating another physical quantity,Tree rings serve as a proxy for climate conditions.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 1:31 PM",false,,,,,1,,,,1,def,n.,,,
110536941,"11,744,472",detention,act of detaining or state of being detained,Detention of the suspect lasted several hours.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 6:38 PM",false,,,,,1,,,,1,def,n.,,,
114903491,"11,744,472",remnant,small part left after the main part is gone,The remnants of the cake were quickly eaten.,,en,en,"June 4, 2026, 9:36 PM","May 26, 2026, 2:51 PM",false,,,,,1,,,,1,def,n.,,,
111036163,"11,744,472",barley,"cereal crop and its seeds, used for food, drink, animal feed",Barley is added to soups and also used to brew beer.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 1:58 PM",false,,,,,1,,,,1,def,n.,,,
111080896,"11,744,472",contentment,state of being satisfied and happy,She found contentment in her simple lifestyle.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 6:56 PM",false,,,,,1,,,,1,def,n.,,,
113317111,"11,744,472",take a toll,cause gradual damage or harm over time,Years of stress took a toll on her health.,,en,en,"June 4, 2026, 9:36 PM","May 17, 2026, 2:22 AM",false,,,,,1,,,,3,def,v.,,,
109460968,"11,744,472",resentment,persistent angry feeling from being wronged by someone,He felt resentment after being unfairly blamed.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 12:31 PM",false,,,,,1,,,,1,def,n.,,,
110116596,"11,744,472",impending,about to happen very soon,The impending storm caused concern among the villagers.,,en,en,"June 4, 2026, 9:36 PM","April 28, 2026, 5:21 PM",false,,,,,1,,,,1,def,adj.,,,
112368526,"11,744,472",inflection,change in curvature from concave to convex,The graph shows an inflection at this point.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 12:31 PM",false,,,,,1,,,,1,def,n.,,,
114297130,"11,744,472",substitution,person or thing acting in place of another,He was used as a substitution in the second half of the game.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 1:46 PM",false,,,,,1,,,,1,def,n.,,,
109713582,"11,744,472",dwell,focus on a thought or idea,She tends to dwell on past mistakes.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 3:46 PM",false,,,,,1,,,,1,def,v.,,,
110548967,"11,744,472",superficial,not thorough or deep,Her understanding of the topic was superficial.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 8:22 PM",false,,,,,1,,,,1,def,adj.,,,
114956018,"11,744,472",objective,goal or aim that one strives to achieve,Her main objective is to finish the project.,,en,en,"June 4, 2026, 9:36 PM","May 26, 2026, 8:58 PM",false,,,,,1,,,,1,def,n.,,,
107788010,"11,744,472",weep,cry with tears due to strong emotions,She began to weep when she heard the news.,,en,en,"June 4, 2026, 9:36 PM","April 9, 2026, 11:46 PM",false,,,,,1,,,,1,def,v.,,,
110550655,"11,744,472",integrally,in a way that forms a necessary part,The component is integrally designed to support the structure.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 8:43 PM",false,,,,,1,,,,1,def,adv.,,,
111081105,"11,744,472",embody,symbolize an idea or quality,Her actions embody kindness and generosity.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 6:56 PM",false,,,,,1,,,,1,def,v.,,,
111679444,"11,744,472",verbatim,capable of recording speech word for word,She is a verbatim reporter at the conference.,,en,en,"June 4, 2026, 9:36 PM","May 9, 2026, 11:33 PM",false,,,,,1,,,,1,def,adj.,,,
113390191,"11,744,472",implication,"act of involving or indicating someone in a situation, usually negative",His implication in the scandal damaged his reputation.,,en,en,"June 4, 2026, 9:36 PM","May 17, 2026, 2:28 PM",false,,,,,1,,,,1,def,n.,,,
110172132,"11,744,472",adjacency,state of being next to something,The adjacency of the two buildings allows easy access.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 12:03 AM",false,,,,,1,,,,1,def,n.,,,
112373781,"11,744,472",implicit,implied without being directly stated,Her approval was implicit in her smile.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 12:57 PM",false,,,,,1,,,,1,def,adj.,,,
114303455,"11,744,472",unswervingly,without deviation or swerving,He drove unswervingly through the narrow streets.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 2:24 PM",false,,,,,1,,,,1,def,adv.,,,
109740146,"11,744,472",enumeration,act of counting or listing items one by one,The enumeration of votes took several hours.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 8:39 PM",false,,,,,1,,,,1,def,n.,,,
114365075,"11,744,472",directive,guideline or policy influencing decisions,The company's environmental directive shaped its new policies.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 10:03 PM",false,,,,,1,,,,1,def,n.,,,
109746479,"11,744,472",revaluation,act of reassessing the value of something,The company underwent a revaluation of its assets this year.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 9:27 PM",false,,,,,1,,,,1,def,n.,,,
110553267,"11,744,472",contemplation,consideration or planning of future events,The project is still under contemplation.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 9:08 PM",false,,,,,1,,,,1,def,n.,,,
104514354,"11,744,472",fret,be constantly or visibly worried or anxious,She fretted about her son's health.,,en,en,"June 4, 2026, 9:36 PM","March 5, 2026, 2:25 AM",false,,,,,1,,,,1,def,v.,,,
111081211,"11,744,472",equitable,just and reasonable in a way that gives everyone their due,The new policy aims to be more equitable by providing equal opportunities for all.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 6:57 PM",false,,,,,1,,,,1,def,adj.,,,
111680233,"11,744,472",explicitly,"in a clear and detailed way, leaving no room for doubt",She explained the rules explicitly to avoid any misunderstandings.,,en,en,"June 4, 2026, 9:36 PM","May 9, 2026, 11:43 PM",false,,,,,1,,,,1,def,adv.,,,
113390205,"11,744,472",inference,conclusion drawn from evidence or reasoning,Her inference was based on the data provided.,,en,en,"June 4, 2026, 9:36 PM","May 17, 2026, 2:28 PM",false,,,,,1,,,,1,def,n.,,,
110175719,"11,744,472",passage,section of text from a book or document,She read a passage from her favorite novel during the class.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 1:05 AM",false,,,,,1,,,,1,def,n.,,,
112401084,"11,744,472",inflect,vary the pitch or tone of the voice,She inflects her voice to convey emotion.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 2:24 PM",false,,,,,1,,,,1,def,v.,,,
113548175,"11,744,472",opt into,choose to participate in something voluntarily,She decided to opt into the new program.,,en,en,"June 4, 2026, 9:36 PM","May 18, 2026, 10:45 AM",false,,,,,1,,,,2,def,v.,,,
110237950,"11,744,472",subsidiary,company controlled by another company,The tech giant owns a subsidiary that specializes in artificial intelligence.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 2:09 PM",false,,,,,1,,,,1,def,n.,,,
112505951,"11,744,472",stall,cause something to stop or slow down,The project stalled due to lack of funds.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 7:30 PM",false,,,,,1,,,,1,def,v.,,,
114368198,"11,744,472",immediately,very closely or directly involved,He was immediately responsible for the project.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 10:31 PM",false,,,,,1,,,,1,def,adv.,,,
109749018,"11,744,472",agitation,state of emotional disturbance or unrest,She was in a state of agitation after the argument.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 9:32 PM",false,,,,,1,,,,1,def,n.,,,
110559398,"11,744,472",intermediate,middle stage in a process,"The project is at an intermediate, not yet ready for final review.",,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 9:44 PM",false,,,,,1,,,,1,def,n.,,,
111118345,"11,744,472",legitimacy,quality of being legitimate or valid,The legitimacy of the election was questioned.,,en,en,"June 4, 2026, 9:36 PM","May 6, 2026, 12:21 AM",false,,,,,1,,,,1,def,n.,,,
111683228,"11,744,472",moot,subject to debate or discussion,The topic remains a moot issue among scholars.,,en,en,"June 4, 2026, 9:36 PM","May 10, 2026, 12:09 AM",false,,,,,1,,,,1,def,adj.,,,
111725736,"11,744,472",precedence,priority in importance or urgency,Safety takes precedence over speed in this project.,,en,en,"June 4, 2026, 9:36 PM","May 10, 2026, 11:22 AM",false,,,,,1,,,,1,def,n.,,,
113569548,"11,744,472",bind,tie or fasten tightly with a cord or band,She used a rope to bind the packages.,,en,en,"June 4, 2026, 9:36 PM","May 18, 2026, 1:55 PM",false,,,,,1,,,,1,def,v.,,,
109535256,"11,744,472",envisage,contemplate or conceive of as a possibility,The committee envisaged various scenarios for the fundraiser.,,en,en,"June 4, 2026, 9:36 PM","April 23, 2026, 11:19 PM",false,,,,,1,,,,1,def,v.,,,
110257784,"11,744,472",nemesis,long-standing rival or archenemy,She finally overcame her nemesis in the championship game.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 4:30 PM",false,,,,,1,,,,1,def,n.,,,
112509470,"11,744,472",carry-over,application of skills from one situation to another,The training program emphasized the carry-over of skills.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 7:45 PM",false,,,,,1,,,,1,def,n.,,,
114368203,"11,744,472",preceding,coming before in order or position,The preceding chapter explains the theory in detail.,,en,en,"June 4, 2026, 9:36 PM","May 22, 2026, 10:31 PM",false,,,,,1,,,,1,def,adj.,,,
109752436,"11,744,472",relentless,"not lessening in severity, intensity, or strength",The relentless heat of the desert sun is exhausting.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 10:16 PM",false,,,,,1,,,,1,def,adj.,,,
110627115,"11,744,472",cognisant,aware of something or having knowledge,She is cognisant of the challenges ahead.,,en,en,"June 4, 2026, 9:36 PM","May 2, 2026, 11:52 AM",false,,,,,1,,,,1,def,adj.,,,
111154214,"11,744,472",increment,the amount by which something increases,The salary increment was well-received by the employees.,,en,en,"June 4, 2026, 9:36 PM","May 6, 2026, 10:49 AM",false,,,,,1,,,,1,def,n.,,,
113662348,"11,744,472",implication,possible effect or result of an action,The implication of the new law is widespread change.,,en,en,"June 4, 2026, 9:36 PM","May 18, 2026, 10:41 PM",false,,,,,1,,,,1,def,n.,,,
110289155,"11,744,472",venture,project that is new and exciting but risky,The space mission was an ambitious venture.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 8:14 PM",false,,,,,1,,,,1,def,n.,,,
112511034,"11,744,472",sloppy,carelessly done or lacking precision,His sloppy handwriting was hard to read.,,en,en,"June 4, 2026, 9:36 PM","May 13, 2026, 7:55 PM",false,,,,,1,,,,1,def,adj.,,,
114525667,"11,744,472",mangle,change or disfigure by cutting or tearing,The car was mangled in the accident.,,en,en,"June 4, 2026, 9:36 PM","May 24, 2026, 12:22 AM",false,,,,,1,,,,1,def,v.,,,
109754432,"11,744,472",testament,something that serves as a sign or evidence of a specified fact,His vast collection of books was a testament to his love of literature.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 10:31 PM",false,,,,,1,,,,1,def,n.,,,
110645437,"11,744,472",deteriorate,become progressively worse,The car's condition deteriorated after years of neglect.,,en,en,"June 4, 2026, 9:36 PM","May 2, 2026, 3:08 PM",false,,,,,1,,,,1,def,v.,,,
110699485,"11,744,472",propagate,spread and promote an idea or theory widely,They used social media to propagate their political beliefs.,,en,en,"June 4, 2026, 9:36 PM","May 3, 2026, 12:09 AM",false,,,,,1,,,,1,def,v.,,,
111235249,"11,744,472",commute,travel regularly between home and work,She commutes to the city every day.,,en,en,"June 4, 2026, 9:36 PM","May 6, 2026, 9:04 PM",false,,,,,1,,,,1,def,v.,,,
111729358,"11,744,472",subjection,state of being under control or influence,Her subjection to the rules was evident.,,en,en,"June 4, 2026, 9:36 PM","May 10, 2026, 11:47 AM",false,,,,,1,,,,1,def,n.,,,
113677632,"11,744,472",insecure,lacking confidence or self-assurance,She felt insecure about her presentation skills.,,en,en,"June 4, 2026, 9:36 PM","May 19, 2026, 12:21 AM",false,,,,,1,,,,1,def,adj.,,,
110295255,"11,744,472",intimidate,make someone afraid or force them to act by fear,He tried to intimidate me into giving up.,,en,en,"June 4, 2026, 9:36 PM","April 29, 2026, 8:44 PM",false,,,,,1,,,,1,def,v.,,,
112593097,"11,744,472",infer,deduce or conclude information from evidence and reasoning,"From the clues, she could infer that something was wrong.",,en,en,"June 4, 2026, 9:36 PM","May 14, 2026, 12:22 AM",false,,,,,1,,,,1,def,v.,,,
114600870,"11,744,472",pressing,requiring immediate attention or action,The pressing issue needs to be resolved today.,,en,en,"June 4, 2026, 9:36 PM","May 24, 2026, 3:51 PM",false,,,,,1,,,,1,def,adj.,,,
109757169,"11,744,472",disruptor,person or thing causing major change or disturbance,The new app is a disruptor in the tech industry.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:09 PM",false,,,,,1,,,,1,def,n.,,,
112859583,"11,744,472",constituent,functional element of a phrase or clause,The subject is a constituent of the sentence.,,en,en,"June 4, 2026, 9:36 PM","May 14, 2026, 11:16 PM",false,,,,,1,,,,1,def,n.,,,
114666072,"11,744,472",infringement,act of breaking a rule or law,The court ruled that the action was an infringement of copyright laws.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 12:11 AM",false,,,,,1,,,,1,def,n.,,,
110700135,"11,744,472",friction,disagreement or conflict between people,There was friction between the two leaders.,,en,en,"June 4, 2026, 9:36 PM","May 3, 2026, 12:29 AM",false,,,,,1,,,,1,def,n.,,,
111336369,"11,744,472",reconcile,agree financial accounts with the balance,The accountant reconciled the monthly statements.,,en,en,"June 4, 2026, 9:36 PM","May 7, 2026, 3:39 PM",false,,,,,1,,,,1,def,v.,,,
111814312,"11,744,472",ramification,complication arising from a situation,The legal ramifications were complex.,,en,en,"June 4, 2026, 9:36 PM","May 10, 2026, 10:32 PM",false,,,,,1,,,,1,def,n.,,,
113679020,"11,744,472",futility,act or thing that is pointless or ineffective,His efforts were a futility in the face of such odds.,,en,en,"June 4, 2026, 9:36 PM","May 19, 2026, 12:34 AM",false,,,,,1,,,,1,def,n.,,,
110322105,"11,744,472",infidelity,unfaithfulness to a sexual partner,His infidelity caused the marriage to collapse.,,en,en,"June 4, 2026, 9:36 PM","April 30, 2026, 1:36 AM",false,,,,,1,,,,1,def,n.,,,
113863359,"11,744,472",repent,feel regret or sorrow for past actions,He repents his harsh words.,,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 1:29 AM",false,,,,,1,,,,1,def,v.,,,
110323510,"11,744,472",predicament,difficult or unpleasant situation,She found herself in a predicament after losing her keys.,,en,en,"June 4, 2026, 9:36 PM","April 30, 2026, 2:14 AM",false,,,,,1,,,,1,def,n.,,,
114675132,"11,744,472",notoriously,in a way that is famous for something bad,He is notoriously difficult to work with.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:18 AM",false,,,,,1,,,,1,def,adv.,,,
110877368,"11,744,472",nonchalant,"calm and relaxed, especially in stressful situations",He remained nonchalant despite the chaos around him.,,en,en,"June 4, 2026, 9:36 PM","May 4, 2026, 12:32 PM",false,,,,,1,,,,1,def,adj.,,,
111889398,"11,744,472",bloat,wasteful use of resources or space,The software's bloat made it run slowly.,,en,en,"June 4, 2026, 9:36 PM","May 11, 2026, 1:04 PM",false,,,,,1,,,,1,def,n.,,,
109757657,"11,744,472",tailored,adapted to suit a particular purpose or situation,The software features tailored solutions for small businesses.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:11 PM",false,,,,,1,,,,1,def,adj.,,,
111915466,"11,744,472",defer,delay or postpone an event or action,They decided to defer the meeting until next week.,,en,en,"June 4, 2026, 9:36 PM","May 11, 2026, 3:58 PM",false,,,,,1,,,,1,def,v.,,,
113933821,"11,744,472",grasp at straws,make a desperate attempt to find a solution,"In his panic, he started to grasp at straws.",,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 1:21 PM",false,,,,,1,,,,3,def,v.,,,
110373179,"11,744,472",adroit,skillful and quick in thinking or movement,She handled the negotiations in an adroit manner.,,en,en,"June 4, 2026, 9:36 PM","April 30, 2026, 12:36 PM",false,,,,,1,,,,1,def,adj.,,,
114675136,"11,744,472",ruthless,"shows no mercy or compassion, often to achieve goals",The ruthless leader crushed all opposition.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:19 AM",false,,,,,1,,,,1,def,adj.,,,
96700943,"11,744,472",reckon,think or suppose something is true,I reckon he's already left.,,en,en,"June 4, 2026, 9:36 PM","November 2, 2025, 10:28 PM",false,,,,,1,,,,1,def,v.,,,
110898253,"11,744,472",adhesive,sticky and able to stick to surfaces,The adhesive tape is very sticky.,,en,en,"June 4, 2026, 9:36 PM","May 4, 2026, 3:04 PM",false,,,,,1,,,,1,def,adj.,,,
111481122,"11,744,472",explicit,"clearly expressed, leaving no room for confusion",The instructions were explicit and easy to follow.,,en,en,"June 4, 2026, 9:36 PM","May 8, 2026, 2:35 PM",false,,,,,1,,,,1,def,adj.,,,
105764966,"11,744,472",whim,sudden desire or impulse without reason,She bought the dress on a whim.,,en,en,"June 4, 2026, 9:36 PM","March 20, 2026, 1:18 AM",false,,,,,1,,,,1,def,n.,,,
111486365,"11,744,472",plummet,fall straight down at high speed,The stock prices plummeted within hours.,,en,en,"June 4, 2026, 9:36 PM","May 8, 2026, 3:23 PM",false,,,,,1,,,,1,def,v.,,,
112887166,"11,744,472",seam,line where two pieces of fabric meet,She sewed the seam carefully to avoid gaps.,,en,en,"June 4, 2026, 9:36 PM","May 15, 2026, 1:04 AM",false,,,,,1,,,,1,def,n.,,,
109757668,"11,744,472",tailor,adapt something for a specific purpose,The program was tailored for beginners.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:12 PM",false,,,,,1,,,,1,def,v.,,,
106076314,"11,744,472",append,add something extra to the end of another thing,You can append a note to the letter.,,en,en,"June 4, 2026, 9:36 PM","March 23, 2026, 10:49 PM",false,,,,,1,,,,1,def,v.,,,
113933957,"11,744,472",catch the drift,grasp the main idea or essence,"She didn't explain everything, but I catch the drift of her argument.",,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 1:22 PM",false,,,,,1,,,,3,def,v.,,,
110382794,"11,744,472",come through,penetrate or pass through something,The light came through the curtains.,,en,en,"June 4, 2026, 9:36 PM","April 30, 2026, 2:00 PM",false,,,,,1,,,,2,def,v.,,,
114675153,"11,744,472",ruth,compassion or pity for others,She showed ruth to the homeless man.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:19 AM",false,,,,,1,,,,1,def,n.,,,
110954571,"11,744,472",complicit,choosing to be involved in an unethical or immoral act,He was complicit in the company's corrupt practices.,,en,en,"June 4, 2026, 9:36 PM","May 4, 2026, 9:48 PM",false,,,,,1,,,,1,def,adj.,,,
111027714,"11,744,472",detergent,substance that removes dirt or stains from surfaces or fabrics,This detergent cleans clothes very well.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 12:57 PM",false,,,,,1,,,,1,def,n.,,,
111545789,"11,744,472",broadening,act of becoming wider or more extensive,The broadening of the river was noticeable after the rain.,,en,en,"June 4, 2026, 9:36 PM","May 8, 2026, 10:47 PM",false,,,,,1,,,,1,def,n.,,,
112887209,"11,744,472",partition,the division of a country into parts,The partition of the nation led to two new countries.,,en,en,"June 4, 2026, 9:36 PM","May 15, 2026, 1:06 AM",false,,,,,1,,,,1,def,n.,,,
109757694,"11,744,472",proprietary,"privately held, restricted, not openly shared or standard","The software uses a proprietary format, so others cannot edit it.",,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:13 PM",false,,,,,1,,,,1,def,adj.,,,
112103551,"11,744,472",outclass,surpass someone in quality or performance,The team managed to outclass their opponents easily.,,en,en,"June 4, 2026, 9:36 PM","May 12, 2026, 12:33 PM",false,,,,,1,,,,1,def,v.,,,
113934136,"11,744,472",essence,central theme or meaning of a work,The essence of the novel is love and sacrifice.,,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 1:22 PM",false,,,,,1,,,,1,def,n.,,,
110447671,"11,744,472",internalise,make ideas or behaviors part of your own thinking,She internalise the team's values quickly.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 12:04 AM",false,,,,,1,,,,1,def,v.,,,
114743262,"11,744,472",computation,the act of calculating using numbers or logic,Computation of the total cost took several hours.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:41 PM",false,,,,,1,,,,1,def,n.,,,
110492670,"11,744,472",spade,tool with a flat blade for digging,He used a spade to plant the tree.,,en,en,"June 4, 2026, 9:36 PM","May 1, 2026, 12:26 PM",false,,,,,1,,,,1,def,n.,,,
114744233,"11,744,472",ditch,end a relationship with someone,He ditched his girlfriend last week.,,en,en,"June 4, 2026, 9:36 PM","May 25, 2026, 2:45 PM",false,,,,,1,,,,1,def,v.,,,
111031429,"11,744,472",linger,continue to exist for longer than expected,The scent of her perfume lingered in the room.,,en,en,"June 4, 2026, 9:36 PM","May 5, 2026, 1:18 PM",false,,,,,1,,,,1,def,v.,,,
112991609,"11,744,472",augmentation,something added to improve or complete,The software received an augmentation for better performance.,,en,en,"June 4, 2026, 9:36 PM","May 15, 2026, 2:11 PM",false,,,,,1,,,,1,def,n.,,,
109758912,"11,744,472",prominence,state of being important or famous,Her prominence in the industry grew rapidly after the successful project.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:27 PM",false,,,,,1,,,,1,def,n.,,,
112103562,"11,744,472",outrageous,extremely shocking or unacceptable,His outrageous behavior shocked everyone at the party.,,en,en,"June 4, 2026, 9:36 PM","May 12, 2026, 12:33 PM",false,,,,,1,,,,1,def,adj.,,,
113952558,"11,744,472",selfless,"having no concern for oneself, only for others",Her selfless actions saved the entire village.,,en,en,"June 4, 2026, 9:36 PM","May 20, 2026, 3:30 PM",false,,,,,1,,,,1,def,adj.,,,
115891284,"11,744,472",measly,ridiculously or contemptibly small in amount or number,He was paid a measly amount for his work.,,en,en,"June 4, 2026, 9:35 PM","June 2, 2026, 4:05 PM",false,,,,,1,,,,1,def,adj.,,,
115892013,"11,744,472",subsidiary,serving to aid or supplement,The subsidiary equipment was crucial during the operation.,,en,en,"June 4, 2026, 9:35 PM","June 2, 2026, 4:11 PM",false,,,,,1,,,,1,def,adj.,,,
115913723,"11,744,472",strait,narrow passage of water connecting two larger bodies,The Strait of Gibraltar connects the Atlantic Ocean to the Mediterranean Sea.,,en,en,"June 4, 2026, 9:35 PM","June 2, 2026, 6:40 PM",false,,,,,1,,,,1,def,n.,,,
115960745,"11,744,472",humility,showing modesty and knowing your own limits,Her humility made her a respected leader.,,en,en,"June 4, 2026, 9:35 PM","June 3, 2026, 1:04 AM",false,,,,,1,,,,1,def,n.,,,
115960748,"11,744,472",perseverance,not giving up even when things are hard or slow,Her perseverance helped her finish the race.,,en,en,"June 4, 2026, 9:35 PM","June 3, 2026, 1:04 AM",false,,,,,1,,,,1,def,n.,,,
115961553,"11,744,472",permit,give authorization or consent,The city council will permit the construction of a new building.,,en,en,"June 4, 2026, 9:35 PM","June 3, 2026, 1:26 AM",false,,,,,1,,,,1,def,v.,,,
116084295,"11,744,472",agnostic,noncommittal about specific software components,"The application is platform agnostic, running on any system.",,en,en,"June 4, 2026, 9:35 PM","June 3, 2026, 9:25 PM",false,,,,,1,,,,1,def,adj.,,,
115744415,"11,744,472",infinitely,to an exceedingly great extent or degree,She was infinitely more experienced than her peers.,,en,en,"June 4, 2026, 9:35 PM","June 1, 2026, 3:14 PM",false,,,,,1,,,,1,def,adv.,,,
115231275,"11,744,472",cohesion,state of sticking together or being united,The team's cohesion led to their success.,,en,en,"June 4, 2026, 9:35 PM","May 28, 2026, 6:17 PM",false,,,,,1,,,,1,def,n.,,,
